sexo,idade,renda_ind,escolaridade,regAdm,Cluster
2,46,10017.0,7,19,4
1,25,2003.4,6,19,4
1,50,1502.55,7,32,4
1,79,0.0,3,4,3
2,71,0.0,2,4,3
2,35,1288.4,2,10,3
2,32,2180.38,5,10,0
2,69,7757.89,5,20,2
1,45,4955.4,5,5,2
1,28,0.0,6,6,4
2,31,4459.86,7,6,4
2,47,2424.34,3,33,3
1,22,1406.17,3,15,0
2,24,1205.29,5,15,0
1,49,2812.33,1,15,3
1,18,0.0,2,15,0
1,36,150.66,5,9,0
1,28,1506.61,5,9,0
1,73,0.0,8,30,2
2,66,0.0,8,30,2
1,22,0.0,5,28,0
1,50,6841.78,7,10,4
1,60,0.0,8,6,2
2,41,3005.1,5,19,0
1,38,6937.56,5,8,4
2,38,6442.02,7,8,4
1,57,9479.06,7,1,1
2,33,627.75,4,9,0
1,30,3013.21,2,9,0
2,38,0.0,7,9,4
1,73,3013.21,7,9,2
1,52,1580.31,5,12,2
2,21,3317.67,6,18,0
2,73,7583.24,7,18,2
1,71,0.0,7,18,2
1,41,2585.96,5,29,0
2,53,0.0,7,12,2
2,44,1454.6,2,14,3
1,63,0.0,4,14,3
1,77,2203.74,2,32,3
1,42,1101.87,2,32,0
2,69,1101.87,2,32,3
1,44,0.0,8,23,4
2,47,1954.79,8,23,4
1,71,7662.11,7,30,2
1,38,0.0,5,32,0
1,58,1357.63,5,11,2
1,32,1907.0,4,2,0
1,20,1400.0,8,2,4
2,42,1982.0,5,2,2
2,77,0.0,1,19,3
1,52,977.4,1,25,3
2,39,4800.0,7,8,4
1,36,6500.0,7,8,4
2,39,371.66,2,12,3
1,20,0.0,3,12,0
2,61,2504.25,2,30,3
2,40,2504.25,7,30,4
2,53,0.0,6,6,2
1,35,18676.39,7,1,1
2,53,1205.29,2,15,3
1,32,1104.85,2,15,0
1,48,7928.64,3,10,2
2,49,1486.62,7,10,2
2,23,0.0,4,10,0
2,55,0.0,8,1,2
2,43,15166.49,7,1,1
1,24,2932.19,5,25,0
2,24,1954.79,5,25,0
2,46,9577.64,7,1,1
2,63,751.28,2,15,3
2,29,4739.53,7,24,4
1,32,4549.95,7,24,4
2,66,1107.44,5,28,3
1,58,1066.71,2,28,3
1,56,0.0,1,30,3
2,54,0.0,1,30,3
1,36,2785.58,6,17,4
2,34,2257.79,5,17,0
1,42,13875.12,7,27,1
1,55,2873.29,2,12,3
2,31,1436.65,5,12,0
2,64,1149.32,5,12,3
1,49,5818.41,7,26,4
1,39,22986.33,7,24,1
2,42,22986.33,7,24,1
2,40,0.0,7,12,0
1,43,250.43,5,12,2
1,23,889.51,6,12,4
2,29,1053.54,2,26,0
2,33,1600.06,6,26,0
1,33,1600.06,5,26,0
1,50,19394.72,7,20,1
2,46,9697.36,7,20,4
1,40,0.0,3,2,3
1,22,0.0,5,12,0
1,63,0.0,8,12,2
2,43,0.0,5,16,0
2,24,0.0,5,27,0
1,33,0.0,7,27,4
1,18,0.0,2,27,0
2,54,2541.23,5,27,2
2,77,0.0,2,6,3
1,65,0.0,1,6,3
2,56,2909.21,5,7,2
2,26,1454.6,7,7,4
2,22,581.84,6,7,0
1,52,2909.21,3,7,2
1,42,2369.76,3,18,2
2,39,0.0,5,18,0
2,32,1172.88,4,26,0
2,30,1172.88,5,26,0
2,56,3305.61,3,12,3
2,50,12000.0,7,8,1
1,30,10000.0,7,8,4
2,30,0.0,7,29,0
2,36,0.0,3,12,0
1,28,0.0,6,7,4
1,27,1759.31,2,7,0
1,55,2248.01,2,7,3
1,70,11493.17,7,16,1
1,24,1104.85,5,3,0
1,68,15066.07,5,3,1
1,31,1954.79,7,3,4
1,29,6512.79,7,12,4
2,35,5864.38,7,27,4
2,33,293.22,5,17,0
1,35,2736.71,5,17,0
1,36,0.0,5,27,0
1,45,0.0,2,11,3
2,40,0.0,5,11,0
1,52,1090.19,2,6,3
2,39,0.0,7,5,4
1,26,2036.45,5,1,4
1,30,1090.09,5,18,0
2,40,0.0,2,4,3
1,42,1104.85,8,4,4
1,34,0.0,6,6,4
2,45,3909.59,7,27,4
1,34,5022.02,5,17,4
1,60,0.0,7,4,2
2,60,0.0,7,4,2
2,61,2394.41,6,1,2
2,38,478.88,5,1,0
2,35,1302.21,5,19,0
1,33,2103.57,5,19,0
2,37,0.0,6,8,0
2,41,7837.46,7,27,4
1,35,12750.25,7,27,4
2,40,4848.68,7,33,4
1,40,9697.36,7,33,4
1,55,8619.87,5,27,2
1,72,14366.46,7,22,1
2,70,11972.05,7,22,1
2,31,594.65,5,10,0
1,42,1189.3,2,10,3
1,56,16114.39,7,18,1
2,51,8531.15,7,18,2
1,26,0.0,1,23,0
1,24,0.0,1,23,0
1,30,1450.0,5,6,0
1,32,1486.62,4,6,0
1,60,1101.87,1,4,3
2,70,1101.87,1,4,3
2,37,0.0,5,4,0
2,63,1101.87,2,4,3
1,71,7433.1,7,10,1
1,33,10535.4,7,11,4
2,50,10535.4,7,11,1
1,19,0.0,3,22,0
1,42,0.0,5,15,0
2,56,251.1,4,15,3
1,47,0.0,7,13,4
2,41,0.0,4,13,0
2,65,2633.85,6,16,2
2,62,3964.32,7,27,2
1,67,1090.19,5,27,2
1,28,4363.81,6,20,4
1,53,0.0,2,2,3
1,51,14366.46,7,1,1
1,42,0.0,2,17,3
1,67,1104.85,1,17,3
2,50,2018.83,5,15,2
1,49,3964.32,5,15,2
1,32,0.0,5,5,0
1,46,0.0,5,5,2
1,54,45937.65,7,27,1
2,37,13683.55,7,27,4
2,37,5351.83,7,10,4
2,33,16114.39,7,1,1
2,61,14218.58,5,1,1
2,35,0.0,6,3,0
2,44,0.0,6,27,0
1,36,5818.41,7,29,4
2,38,3265.54,5,32,0
1,31,1908.37,5,17,0
2,27,803.52,5,17,0
1,58,15166.49,7,1,1
2,71,1954.79,1,21,3
2,46,1954.79,8,21,4
1,28,0.0,6,14,0
1,52,25213.13,7,22,1
2,49,25213.13,7,22,1
1,39,6161.39,7,30,4
1,26,1101.87,5,15,0
1,40,0.0,1,32,3
2,39,0.0,8,32,0
1,50,0.0,5,17,2
1,39,2443.49,5,1,2
2,44,0.0,7,10,4
1,26,0.0,5,18,0
1,69,0.0,1,19,3
2,70,1570.67,5,2,3
1,59,3070.21,5,2,2
1,53,1783.94,4,3,2
2,68,0.0,1,20,3
1,71,0.0,4,20,3
2,28,0.0,6,20,0
2,49,11493.17,7,20,4
1,67,0.0,5,30,2
2,39,2443.49,6,7,4
1,46,1954.79,6,7,2
2,21,0.0,6,7,0
1,23,1205.29,6,9,4
2,26,2011.3,7,30,0
2,46,0.0,1,30,3
2,52,318.4,5,15,2
1,65,0.0,6,5,2
2,66,28123.33,5,5,1
1,32,3393.5,7,1,4
2,45,4886.98,7,11,4
1,52,4886.98,7,11,2
2,50,9479.06,7,1,1
1,39,16027.2,7,2,1
2,57,1101.87,2,32,3
2,48,8531.15,7,30,4
1,59,22749.73,7,30,1
2,22,0.0,5,9,0
1,56,5308.27,5,30,2
2,49,1801.02,5,30,0
2,59,2843.72,1,1,3
2,45,3791.62,5,1,2
2,54,7204.08,7,1,2
2,58,7204.08,7,1,2
1,49,3200.13,5,33,2
2,48,4848.68,5,33,0
1,24,3200.13,4,33,0
2,41,1352.3,5,3,2
1,43,2504.25,4,3,2
1,26,1759.31,6,23,0
2,67,1075.14,2,23,3
1,67,1563.83,2,23,3
1,42,0.0,3,30,0
1,22,1954.79,5,14,0
1,57,9773.97,5,14,2
2,47,5864.38,5,14,2
1,18,1053.54,4,30,0
1,51,2202.86,7,30,4
2,43,0.0,6,30,0
1,26,290.92,3,33,0
2,55,1139.44,3,33,3
1,18,290.92,3,33,0
2,30,14366.46,7,22,4
1,33,11493.17,7,22,4
1,38,3588.02,7,33,4
2,42,1506.97,3,14,3
2,21,0.0,5,14,0
2,42,1982.16,6,27,0
1,44,6937.56,7,27,4
1,41,17455.24,7,33,1
1,18,0.0,5,33,0
2,30,1221.87,5,25,0
2,31,0.0,5,26,0
1,59,0.0,3,26,3
1,62,1502.55,1,32,3
2,58,0.0,1,32,3
1,44,5624.47,7,20,4
2,37,3491.05,7,20,4
1,43,2000.0,8,32,4
1,20,0.0,5,32,0
2,45,1100.0,8,32,4
2,62,4363.81,7,33,2
1,45,11636.83,7,22,1
1,28,775.79,8,25,4
1,47,4848.68,7,3,4
2,70,4309.94,5,1,2
1,68,11493.17,7,1,1
2,33,0.0,7,18,0
2,35,0.0,7,5,4
1,36,0.0,8,5,4
2,37,7115.45,7,20,4
1,29,0.0,6,5,4
2,40,3013.21,2,5,3
1,23,0.0,8,21,4
2,47,0.0,3,21,3
2,33,1101.87,5,6,0
1,43,1452.47,5,6,2
1,38,5649.16,7,27,4
2,61,9697.36,7,16,2
2,32,0.0,6,16,0
1,47,1982.16,5,3,2
2,41,1090.19,5,3,2
1,41,1982.16,2,3,3
2,26,198.8,5,28,0
1,28,0.0,4,28,0
2,42,1600.0,4,4,3
1,26,1300.0,7,4,4
2,32,0.0,7,12,0
1,46,2873.29,5,28,0
1,38,2424.34,5,1,2
1,29,1436.65,7,30,4
2,54,1172.88,4,23,3
2,32,0.0,2,23,0
2,26,342.09,4,23,0
1,27,4886.98,6,3,4
2,23,1172.88,2,3,0
2,45,0.0,5,3,2
2,27,2973.24,5,6,0
1,50,7109.29,7,24,4
1,24,1895.81,6,24,0
1,21,1895.81,6,24,0
2,60,2109.25,5,17,2
2,20,1066.71,6,22,0
2,30,4848.68,7,22,4
1,34,9697.36,7,22,4
2,48,0.0,2,23,3
1,41,1090.19,2,23,3
2,47,5213.48,7,18,4
1,51,5687.43,7,18,4
1,53,2800.0,5,8,2
1,52,0.0,5,16,2
1,32,0.0,3,3,0
1,36,9773.97,7,27,4
1,48,3518.63,7,14,4
2,30,1421.86,6,1,0
2,21,0.0,6,6,0
1,52,2000.0,3,6,3
1,35,1182.01,5,6,0
2,46,0.0,2,6,3
1,63,0.0,5,5,2
2,66,0.0,2,17,3
2,26,0.0,7,20,0
2,47,1201.22,4,14,3
2,20,366.52,4,14,0
2,23,0.0,4,14,0
1,61,14366.46,7,20,1
2,27,2394.41,6,20,0
2,36,266.68,5,25,0
1,34,1066.71,8,25,4
2,57,1004.4,8,12,2
1,47,5333.55,7,7,4
2,46,7273.02,6,7,2
1,67,28437.17,5,18,1
2,60,8531.15,7,18,2
1,69,1340.87,2,31,3
2,66,1053.54,3,31,3
2,25,1864.77,6,16,0
1,39,0.0,3,3,3
2,55,0.0,5,3,2
1,64,0.0,2,3,3
1,39,1260.66,7,14,4
2,48,0.0,7,13,2
2,20,0.0,5,13,0
1,53,1149.32,2,30,3
1,54,2109.25,3,3,3
1,39,1684.84,4,21,0
2,35,1238.85,5,21,0
1,61,8727.62,8,33,1
2,58,8727.62,7,33,2
1,32,0.0,7,33,0
2,58,1939.47,5,33,2
2,21,1066.71,6,33,0
2,30,2133.42,7,33,0
1,27,0.0,8,12,4
2,43,2424.34,2,22,3
1,61,5818.41,7,22,2
2,54,4848.68,7,22,2
1,35,6303.28,7,20,4
1,56,0.0,7,19,2
1,46,4788.82,7,24,4
2,49,1260.66,2,14,3
1,45,0.0,8,14,4
2,26,290.92,4,28,0
1,49,18958.11,7,1,1
2,47,2025.67,5,30,0
1,49,3862.66,4,30,2
2,35,3827.64,7,1,4
1,40,0.0,3,5,3
2,62,96.97,2,26,3
2,22,1163.68,5,26,0
1,52,2150.27,2,14,3
2,64,2394.41,3,24,3
1,36,9777.01,7,27,4
2,26,7034.69,7,27,4
2,26,383.11,5,30,0
2,32,969.74,2,29,0
1,41,1115.2,5,29,0
2,57,0.0,4,14,3
1,49,0.0,8,14,4
2,56,1101.87,2,6,3
1,23,0.0,6,29,0
2,47,9577.64,7,29,4
1,35,5687.43,7,22,4
1,56,4848.68,2,26,3
2,50,0.0,2,26,3
1,23,727.3,6,26,0
1,36,2932.19,4,3,2
2,69,10667.09,7,16,1
2,47,8242.75,7,16,4
1,50,9697.36,5,29,2
2,50,2327.37,5,29,0
1,21,1454.6,6,29,0
2,58,0.0,1,17,3
1,61,0.0,8,17,2
2,34,387.89,3,28,0
1,60,2909.21,5,11,2
2,58,6788.15,7,11,2
2,26,1939.47,6,11,0
2,38,6691.18,7,20,4
2,26,3256.4,6,24,0
2,60,0.0,3,5,3
1,22,0.0,7,8,4
2,68,0.0,2,12,3
1,70,5746.58,5,12,2
2,36,9503.41,7,10,4
1,72,7800.0,5,3,2
2,44,3964.32,7,27,4
2,62,9004.96,7,27,2
1,63,8984.14,7,27,1
1,47,1628.2,2,31,3
2,45,1053.54,5,31,0
1,54,13576.3,7,16,1
2,60,0.0,4,8,3
2,39,0.0,6,8,0
1,23,4757.19,6,8,4
2,64,0.0,5,3,3
1,66,0.0,3,3,3
1,49,4980.37,7,27,4
1,56,18010.21,5,27,1
2,49,14218.58,5,27,2
2,19,1066.71,4,7,0
2,35,363.65,2,7,3
2,75,0.0,6,3,2
1,72,12052.86,6,3,1
2,29,32254.09,7,10,1
2,25,2932.19,7,10,4
1,55,1895.81,4,18,2
2,45,0.0,4,18,3
1,25,1421.86,5,18,0
1,52,2369.76,7,27,4
2,48,1421.86,5,27,0
2,68,0.0,5,20,3
2,43,5022.02,7,17,4
1,50,1172.88,7,27,4
2,65,2500.0,5,12,2
1,50,0.0,6,27,0
2,46,1801.02,6,27,0
1,56,1224.68,7,27,4
2,32,2527.55,7,27,0
2,53,9642.02,7,27,2
2,36,247.77,3,23,0
1,41,1189.3,5,23,0
2,68,0.0,5,19,3
1,31,0.0,7,13,4
2,46,0.0,1,13,3
1,53,0.0,7,13,2
2,55,12897.49,7,22,1
2,62,1202.04,2,9,3
2,75,1202.04,2,9,3
2,43,1904.23,5,13,0
1,32,1823.09,5,13,0
1,42,15898.88,7,1,1
2,27,1090.19,7,6,4
1,27,1090.19,5,6,0
2,45,0.0,4,6,3
1,49,1863.23,3,6,3
2,25,3394.08,7,22,4
2,28,0.0,5,32,0
1,40,0.0,5,32,0
2,49,9577.64,7,27,4
1,37,6254.2,5,1,2
1,38,0.0,2,30,0
2,68,3205.44,5,15,2
2,52,9858.22,7,30,4
1,40,2443.49,2,25,3
2,38,1832.62,3,25,0
1,59,0.0,5,19,2
2,57,0.0,4,19,3
2,28,1602.72,7,19,0
2,24,191.55,6,1,0
2,22,0.0,1,1,3
2,42,7470.56,7,1,4
1,68,0.0,1,25,3
1,18,0.0,2,25,0
1,58,0.0,4,25,3
2,21,0.0,3,25,0
2,60,0.0,2,25,3
1,30,797.56,8,25,4
2,47,13576.3,7,22,1
2,69,4848.68,2,22,3
2,30,0.0,5,24,0
1,56,0.0,2,15,3
2,41,0.0,2,15,3
1,43,5818.41,7,29,4
2,47,2909.21,7,29,4
1,18,0.0,5,9,0
2,39,0.0,6,9,0
2,56,342.09,3,21,3
1,36,0.0,7,21,4
1,37,0.0,2,28,0
1,67,0.0,1,32,3
2,28,150.0,4,32,0
2,57,0.0,1,32,3
1,28,0.0,2,32,0
1,45,1436.65,5,30,0
2,52,1486.62,5,27,2
1,51,7928.64,6,27,2
2,21,931.62,6,27,0
2,49,1723.97,7,30,4
1,53,1053.54,7,30,4
1,59,0.0,1,9,3
2,29,148.66,5,10,0
1,31,0.0,3,10,0
1,20,1759.31,5,23,0
2,37,0.0,5,18,0
1,43,21896.62,7,18,1
1,32,1932.61,5,3,4
2,27,0.0,4,3,0
2,41,0.0,5,14,0
1,36,6797.82,6,27,4
2,24,4545.09,7,27,4
2,61,18731.42,7,27,1
1,20,0.0,5,31,0
2,51,0.0,5,19,2
1,48,9697.36,7,1,1
2,34,2248.01,5,23,0
1,50,11110.06,7,16,1
2,71,5746.58,5,16,2
2,47,6704.35,7,16,4
2,20,375.64,4,3,0
1,22,1202.04,5,3,0
1,45,1066.71,2,25,3
1,29,1149.32,4,30,0
2,31,1149.32,4,30,0
1,51,145.46,2,25,3
1,26,0.0,7,6,4
1,61,1066.71,2,14,3
2,37,1982.16,5,27,0
1,41,4955.4,5,27,4
1,44,0.0,2,21,3
2,27,436.38,5,28,0
2,41,1551.58,5,21,0
2,57,0.0,2,21,3
1,42,6635.34,7,18,4
2,60,1104.85,1,12,3
1,71,3300.0,4,9,2
2,66,3300.0,2,9,3
1,33,2003.4,7,19,4
2,32,3505.95,8,19,4
2,63,0.0,5,19,3
2,24,1197.2,5,24,0
1,27,1436.65,5,24,0
1,35,0.0,8,12,4
2,37,0.0,5,12,0
1,55,0.0,8,28,4
2,40,1260.66,8,28,4
1,23,0.0,8,28,4
2,47,1090.19,3,10,3
2,32,0.0,2,3,3
2,43,120.2,7,3,4
1,27,0.0,5,3,0
2,54,0.0,1,25,3
2,28,4500.0,6,8,4
1,31,3000.0,5,8,4
1,45,3317.67,5,30,0
2,52,3033.3,5,30,2
2,26,4739.53,7,1,4
1,51,1066.71,2,25,3
2,42,727.3,3,25,3
2,40,5746.58,5,1,2
1,43,6704.35,5,1,2
1,36,0.0,2,29,0
2,68,0.0,7,1,2
1,72,14845.34,7,20,1
2,70,9673.41,7,20,2
1,42,3878.94,4,28,0
2,46,387.89,4,28,0
1,78,11636.83,7,1,1
1,30,969.74,6,1,4
1,69,1137.49,3,30,3
1,38,0.0,8,5,4
1,22,1101.87,5,5,0
1,19,1101.87,2,5,0
2,59,0.0,7,10,2
1,39,16114.39,7,1,1
2,27,1454.6,7,1,4
1,55,1939.47,2,28,3
1,49,0.0,6,3,2
2,45,4886.98,7,3,2
1,56,12322.77,7,18,1
2,52,6635.34,7,18,2
2,66,6303.28,7,22,2
2,38,2424.34,7,22,4
1,40,8242.75,7,22,4
1,18,1803.06,3,13,0
1,20,500.0,5,12,0
1,73,5962.12,3,11,2
1,28,0.0,5,30,0
2,24,8727.62,7,1,4
2,57,0.0,2,15,3
2,34,872.76,2,25,0
2,54,1563.83,2,25,3
1,20,1075.14,5,25,0
1,63,23508.06,7,18,1
2,59,10426.96,7,18,2
1,38,0.0,3,30,0
1,49,1090.19,3,6,3
1,70,19547.93,5,3,1
2,51,1252.13,5,9,2
1,53,1702.89,5,9,2
2,25,1163.68,6,10,0
1,29,3491.05,7,10,4
1,69,1104.85,2,4,3
2,69,1104.85,2,4,3
1,30,2008.81,2,4,0
2,41,4848.68,7,22,4
2,63,3878.94,7,22,2
2,40,1503.09,5,26,0
1,19,484.87,6,26,0
1,40,4848.68,5,26,4
1,46,1066.71,5,25,0
2,27,3600.0,4,9,0
2,49,750.0,4,9,3
1,28,3600.0,2,9,0
2,26,2200.0,4,9,0
1,32,0.0,6,9,4
1,71,0.0,4,1,3
2,33,574.66,5,31,0
1,62,5900.0,2,19,3
2,56,0.0,4,19,3
2,66,3420.89,7,11,2
1,60,0.0,3,5,3
2,23,145.46,5,31,0
1,34,0.0,8,31,4
2,37,3317.67,7,5,4
1,36,5375.68,7,25,4
2,30,1280.62,5,5,0
2,61,2298.63,3,1,3
2,58,366.52,4,6,3
2,28,0.0,4,6,0
1,30,2443.49,5,25,0
2,58,1288.4,3,3,3
2,20,1172.88,5,11,0
2,35,10751.36,7,11,4
1,36,10751.36,7,11,4
2,20,1179.39,5,3,0
2,40,3878.94,7,20,4
1,38,2541.23,7,11,4
1,33,0.0,7,11,4
2,49,0.0,5,11,2
2,66,0.0,7,11,2
1,69,0.0,7,11,2
2,50,0.0,5,11,2
1,27,0.0,2,12,0
2,69,0.0,8,12,2
1,40,0.0,8,12,4
2,36,0.0,8,12,4
1,34,2490.19,5,30,0
2,30,1436.65,7,30,0
1,75,0.0,8,3,2
2,69,0.0,1,2,3
1,72,0.0,2,2,3
1,44,1506.61,2,9,3
1,48,1556.83,2,9,3
1,65,1500.0,2,12,3
1,54,0.0,5,8,2
2,59,10000.0,7,8,1
2,21,0.0,4,7,0
1,39,1436.65,5,7,2
2,29,1095.8,4,25,0
1,31,2424.34,2,25,0
1,74,1104.85,6,17,2
1,59,0.0,8,5,2
2,66,0.0,8,5,2
1,62,5818.41,2,33,3
1,48,9910.8,7,5,1
2,33,1075.14,4,27,0
2,58,1163.1,7,27,2
1,58,1563.83,2,27,3
2,41,0.0,1,17,3
1,43,0.0,1,17,3
2,20,0.0,6,19,0
2,39,0.0,5,19,0
1,36,1842.5,5,25,0
1,53,0.0,5,24,2
2,40,1149.32,2,31,3
1,53,1628.2,8,31,4
1,33,5000.0,7,8,4
2,29,2000.0,7,8,4
1,55,9039.64,6,15,2
2,51,6026.43,7,15,2
2,70,0.0,2,19,3
1,46,3515.42,5,4,2
2,70,2008.81,5,4,2
2,39,3515.42,5,4,2
1,36,1200.0,5,12,0
1,30,0.0,5,28,0
2,40,1270.62,2,25,3
1,64,0.0,4,10,3
2,33,0.0,3,25,0
2,41,0.0,7,32,0
1,41,0.0,2,32,0
1,42,22028.57,7,1,1
1,50,13887.57,7,27,1
2,50,0.0,5,29,0
2,52,0.0,7,29,0
2,20,2133.42,4,7,0
2,30,5963.88,4,7,0
1,36,5963.88,2,7,2
2,24,0.0,7,6,0
1,44,3714.11,7,11,4
1,44,3394.08,5,7,2
2,38,4363.81,7,7,4
2,19,0.0,5,13,0
2,33,1564.66,2,13,3
1,33,1358.31,5,13,0
1,33,7757.89,7,22,4
2,30,1954.79,7,3,4
2,64,1075.14,4,3,3
1,56,30332.98,7,24,1
1,67,0.0,2,30,3
2,58,0.0,2,30,3
1,43,3831.06,7,33,4
2,45,1436.65,7,33,0
1,39,2300.0,7,3,4
2,41,2750.0,7,3,4
2,46,0.0,1,9,3
2,24,0.0,7,9,0
2,38,2424.34,5,20,0
2,37,10000.0,6,9,4
1,38,10000.0,6,9,4
2,55,3909.59,2,14,3
2,35,1702.89,7,8,4
1,64,0.0,5,3,2
1,77,1149.32,3,31,3
1,37,13683.55,7,27,4
2,66,13683.55,7,27,1
1,63,2973.24,5,3,2
1,26,1454.6,5,33,0
2,48,0.0,7,33,0
1,28,0.0,5,8,0
2,49,2604.42,7,19,4
2,66,7563.94,7,10,2
2,39,2133.42,7,10,4
1,64,5042.63,5,10,2
2,41,4017.62,7,4,4
1,43,4017.62,5,4,2
1,18,0.0,5,18,0
2,44,0.0,5,18,0
1,56,0.0,5,18,2
1,33,11636.83,7,1,1
2,35,3000.0,7,12,4
1,35,888.0,7,12,4
2,34,1320.0,5,12,0
2,43,0.0,4,6,3
1,42,0.0,4,6,2
1,60,0.0,3,23,3
2,42,4105.07,7,27,4
1,44,6059.86,7,27,4
2,26,13576.3,7,22,4
1,26,10667.09,7,22,4
2,40,4955.4,4,27,0
1,42,495.54,7,27,4
2,50,8013.6,5,15,2
1,40,5609.52,7,15,4
2,24,0.0,6,25,0
1,27,1255.51,3,9,0
2,45,4363.81,7,1,2
1,58,5818.41,5,1,2
1,26,6417.02,7,1,4
2,31,0.0,3,3,0
2,37,1368.36,2,3,3
1,51,5008.5,5,13,2
2,29,239.44,2,31,0
1,63,0.0,1,33,3
2,35,363.65,2,33,0
2,33,1251.07,5,1,0
1,75,9212.49,8,1,1
1,33,2973.24,5,13,4
2,35,991.08,5,13,0
1,29,0.0,7,23,4
1,30,3831.06,7,28,4
1,35,2932.19,6,3,4
2,56,1172.88,6,3,2
2,40,14366.46,7,22,4
1,38,0.0,8,6,4
2,30,0.0,8,6,4
2,48,1803.06,2,15,3
2,48,1402.38,2,15,3
1,32,5131.33,8,14,4
2,34,0.0,8,14,4
1,39,1551.58,5,18,0
2,50,3878.94,7,18,2
2,48,1819.75,5,1,2
2,40,6704.35,7,24,4
2,56,0.0,2,26,3
2,19,363.65,6,26,0
1,54,1066.71,2,26,3
1,45,0.0,1,26,3
2,50,5818.41,7,1,2
1,62,8000.0,2,19,3
2,60,4000.0,5,19,2
2,74,4955.4,7,10,2
1,76,3766.11,3,10,3
1,70,7662.11,7,22,1
1,48,2369.76,5,18,2
1,28,5008.5,5,3,4
2,25,3005.1,5,3,0
1,54,2973.24,4,6,2
2,26,0.0,5,3,0
1,33,3205.44,5,3,4
2,35,1585.73,5,3,0
2,28,13270.68,7,1,4
1,47,2932.19,3,12,2
1,21,1028.74,8,27,4
1,58,148.66,8,27,4
2,27,1238.85,4,27,0
2,48,18667.41,7,22,1
1,19,801.36,5,19,0
2,22,2504.25,5,19,0
2,62,0.0,3,10,3
2,31,1163.68,5,7,0
1,26,1551.58,5,7,0
2,47,0.0,5,10,2
1,42,0.0,1,9,3
2,40,0.0,3,9,3
2,33,0.0,7,32,0
2,58,0.0,4,30,3
1,31,2873.29,6,30,4
1,60,15166.49,7,1,1
1,69,0.0,3,2,3
1,51,22749.73,7,18,1
2,48,947.91,7,18,4
2,44,3878.94,7,20,4
1,41,7757.89,7,20,4
2,30,1685.0,6,2,0
2,56,1985.0,5,2,2
1,59,2909.21,5,22,2
2,56,2909.21,5,22,2
1,36,0.0,4,6,0
1,62,0.0,2,6,3
1,33,12322.77,7,1,1
2,41,3964.32,5,3,2
1,42,3746.28,5,3,2
1,36,8727.62,7,1,4
2,42,0.0,7,25,0
2,24,0.0,7,25,0
1,32,28437.17,7,1,1
1,50,0.0,3,5,3
1,59,7583.24,7,1,1
1,70,0.0,3,31,3
2,77,11972.05,5,22,2
1,36,0.0,8,10,4
1,44,1436.65,5,31,0
2,65,7757.89,5,1,2
2,32,0.0,5,2,0
2,49,1053.54,1,30,3
1,52,36020.41,7,24,1
1,47,47395.28,7,24,1
2,33,545.09,4,23,0
2,27,180.31,2,13,0
1,22,0.0,2,21,0
1,29,0.0,2,21,0
2,41,1939.47,6,33,0
2,59,1939.47,5,33,2
1,61,1939.47,5,33,2
2,33,1171.35,5,31,0
1,33,0.0,7,31,0
2,41,1895.81,7,18,4
1,42,4739.53,5,18,2
1,26,0.0,6,8,0
2,22,1100.0,6,8,0
1,66,0.0,8,4,2
1,37,1506.61,7,4,4
1,36,1800.0,2,12,3
1,27,1387.51,6,6,4
1,28,1387.51,5,6,0
2,38,2873.29,7,1,4
2,20,2932.19,4,1,0
1,47,11876.27,7,30,4
2,45,10535.4,7,30,4
1,27,2604.42,5,32,0
2,28,801.36,5,32,0
1,68,4886.98,5,21,2
2,59,19155.28,7,1,1
1,62,13408.69,7,1,1
1,32,0.0,5,28,0
2,46,0.0,2,5,3
1,56,0.0,3,5,3
1,70,4000.0,5,6,2
2,64,0.0,3,6,3
1,32,1075.14,5,17,0
1,45,0.0,5,3,2
1,41,3588.02,7,22,4
1,22,1357.63,5,26,0
1,21,0.0,5,25,0
2,51,843.67,2,25,3
2,31,375.64,8,17,4
2,60,1101.87,8,17,2
1,33,5864.38,7,11,4
2,40,361.64,8,11,4
1,22,1104.85,1,17,0
2,37,1202.04,5,3,0
2,34,2003.4,6,3,4
2,71,2107.08,5,30,3
2,43,646.49,5,30,0
2,18,0.0,6,5,0
1,39,15515.77,7,20,1
2,65,9697.36,5,20,2
2,53,0.0,4,31,3
1,25,1053.54,6,31,0
1,23,1053.54,6,31,0
2,34,363.65,2,31,0
1,37,2715.26,4,31,0
2,62,9479.06,7,1,1
1,33,6788.15,7,20,4
1,46,290.92,2,28,3
1,20,0.0,6,15,0
2,52,3816.74,5,15,2
1,25,1104.85,6,15,4
2,26,375.0,3,32,0
2,64,1066.71,3,31,3
1,19,1387.51,4,13,0
1,55,1090.19,8,13,4
2,41,1090.19,5,13,0
2,25,1090.19,5,13,0
2,43,1202.04,5,32,0
1,60,2424.34,5,14,2
1,31,6059.86,7,11,4
1,22,969.74,7,33,0
2,43,7662.11,7,20,4
1,40,1205.29,1,17,3
2,42,4017.62,7,17,4
1,45,2375.85,2,14,3
1,59,5818.41,7,1,1
2,47,3878.94,7,1,2
2,66,0.0,3,3,3
1,39,2681.74,5,30,0
2,46,19394.72,7,22,1
2,56,0.0,7,33,0
1,66,35715.19,7,18,1
2,68,2224.73,5,18,2
1,38,9697.36,7,22,4
2,35,9697.36,7,22,4
